"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","FAL_n","wFAL_n","fal"
67247,"Plecotus auritus","male",42.8469436279362,-6.85431380613136,40.4,40.4,3,3,39
67247,"Plecotus austriacus","male",42.8469436279362,-6.85431380613136,41.51,41.51,2,2,40
67248,"Myotis alcathoe","female",42.8753272733699,-6.74693402236229,33.08,33.08,1,1,32
67248,"Myotis alcathoe","male",42.8753272733699,-6.74693402236229,32.79,32.79,1,1,32
67248,"Myotis escalerai","male",42.8753272733699,-6.74693402236229,38.09,38.09,1,1,39.5
67248,"Myotis mystacinus","male",42.8753272733699,-6.74693402236229,34.9,34.9,1,1,34
67248,"Plecotus auritus","female",42.8753272733699,-6.74693402236229,41.17,41.17,2,2,39
67248,"Plecotus auritus","male",42.8753272733699,-6.74693402236229,40.765,40.765,2,2,39
67526,"Eptesicus serotinus","male",43.1568970175977,25.6351741327635,50.4,50.4,1,1,53
67526,"Rhinolophus ferrumequinum","male",43.1568970175977,25.6351741327635,57,57,1,1,58.4
67534,"Barbastella barbastellus","male",42.939618484814,26.500697315529,38.0766666666667,38.0766666666667,3,3,39
67534,"Myotis bechsteinii","female",42.939618484814,26.500697315529,41.47,41.47,1,1,43
67534,"Myotis bechsteinii","male",42.939618484814,26.500697315529,42.4983333333333,42.4983333333333,6,6,43
67534,"Myotis emarginatus","female",42.939618484814,26.500697315529,41.09,41.09,2,2,40.4
67534,"Myotis emarginatus","male",42.939618484814,26.500697315529,38.5473684210526,38.5473684210526,19,19,40.4
67534,"Plecotus austriacus","male",42.939618484814,26.500697315529,38.1,38.1,1,1,40
67534,"Rhinolophus euryale","female",42.939618484814,26.500697315529,47.18,47.18,1,1,46
67534,"Rhinolophus euryale","male",42.939618484814,26.500697315529,47.3,47.3,1,1,46
67534,"Rhinolophus ferrumequinum","female",42.939618484814,26.500697315529,59.6,59.6,1,1,58.4
67534,"Rhinolophus hipposideros","male",42.939618484814,26.500697315529,38.42,38.42,2,2,37
67542,"Plecotus austriacus","female",42.7108176919164,27.358543576937,40.9,40.9,1,1,40
67760,"Myotis alcathoe","female",42.940904078989,-6.88688735928495,32.08,32.08,1,1,32
67760,"Plecotus auritus","female",42.940904078989,-6.88688735928495,41.93,41.93,1,1,39
68030,"Rhinolophus ferrumequinum","male",43.3557680274171,25.2293272367364,58.3233333333333,58.3233333333333,3,3,58.4
68308,"Myotis emarginatus","female",44.3638174973224,-0.600505450506178,40.72,40.72,1,10,40.4
68322,"Myotis emarginatus","female",44.5963890788534,0.998753256093402,40.4476190476,40.4476190476,1,21,40.4
68322,"Myotis emarginatus","male",44.5963890788534,0.998753256093402,38.35,38.35,1,4,40.4
68509,"Myotis alcathoe","female",43.9944394217091,22.7117383038704,32.32,32.32,1,1,32
68509,"Rhinolophus euryale","female",43.9944394217091,22.7117383038704,47.08,47.08,1,1,46
68521,"Rhinolophus ferrumequinum","female",43.7228027491127,24.0478670910538,57.7533333333333,57.7533333333333,3,3,58.4
68539,"Myotis emarginatus","female",43.2653414441582,26.0228149741558,39.85,39.85,2,2,40.4
68539,"Rhinolophus euryale","female",43.2653414441582,26.0228149741558,49.5,49.5,1,1,46
68539,"Rhinolophus euryale","male",43.2653414441582,26.0228149741558,49,49,1,1,46
68539,"Rhinolophus ferrumequinum","female",43.2653414441582,26.0228149741558,58.0090909090909,58.0090909090909,11,11,58.4
68539,"Rhinolophus ferrumequinum","male",43.2653414441582,26.0228149741558,57.25,57.25,4,4,58.4
68543,"Myotis bechsteinii","male",43.1556445199462,26.4566074673706,42.085,42.085,2,2,43
68543,"Rhinolophus euryale","female",43.1556445199462,26.4566074673706,46.9892857142857,46.9892857142857,14,14,46
68543,"Rhinolophus euryale","male",43.1556445199462,26.4566074673706,47.1578571428571,47.1578571428571,14,14,46
68543,"Rhinolophus ferrumequinum","female",43.1556445199462,26.4566074673706,58.75,58.75,1,1,58.4
68764,"Pipistrellus pipistrellus","female",43.0128258498337,-7.3828827909261,30.6555555555556,30.6555555555556,18,18,30.5
68887,"Myotis emarginatus","female",45.2786564949671,9.03992460876302,40.5688311688312,40.5688311688312,77,77,40.4
69024,"Eptesicus serotinus","male",43.6466287645291,24.8493808284513,50.84,50.84,1,1,53
69024,"Myotis emarginatus","female",43.6466287645291,24.8493808284513,39.4866666666667,39.4866666666667,3,3,40.4
69024,"Myotis nattereri","male",43.6466287645291,24.8493808284513,37.72,37.72,1,1,39
69024,"Plecotus austriacus","male",43.6466287645291,24.8493808284513,38.09,38.09,1,1,40
69046,"Rhinolophus euryale","male",43.0504673947578,27.2443900933616,46.06,46.06,1,1,46
69527,"Myotis nattereri","male",43.2307462066683,26.9541239582457,39.9,39.9,1,1,39
69527,"Plecotus austriacus","male",43.2307462066683,26.9541239582457,39.57,39.57,1,1,40
69527,"Rhinolophus euryale","female",43.2307462066683,26.9541239582457,46.5233333333333,46.5233333333333,3,3,46
69527,"Rhinolophus euryale","male",43.2307462066683,26.9541239582457,47.84,47.84,3,3,46
69529,"Barbastella barbastellus","male",43.1731991243018,27.1700537063926,38.58,38.58,1,1,39
69529,"Eptesicus serotinus","male",43.1731991243018,27.1700537063926,51.1671428571429,51.1671428571429,7,7,53
69529,"Myotis nattereri","female",43.1731991243018,27.1700537063926,42.01,42.01,1,1,39
69529,"Rhinolophus euryale","male",43.1731991243018,27.1700537063926,46.97,46.97,1,1,46
69735,"Barbastella barbastellus","female",43.1705395485772,-7.55803017796441,40.225,40.225,4,4,39
69735,"Myotis escalerai","female",43.1705395485772,-7.55803017796441,39.5,39.5,2,2,39.5
69735,"Myotis escalerai","male",43.1705395485772,-7.55803017796441,37.7,37.7,1,1,39.5
69735,"Myotis mystacinus","female",43.1705395485772,-7.55803017796441,35.19,35.19,2,2,34
69735,"Myotis mystacinus","male",43.1705395485772,-7.55803017796441,34.985,34.985,2,2,34
69735,"Pipistrellus pipistrellus","female",43.1705395485772,-7.55803017796441,31.25,31.25,2,2,30.5
69735,"Pipistrellus pipistrellus","male",43.1705395485772,-7.55803017796441,31.2,31.2,1,1,30.5
69735,"Plecotus austriacus","female",43.1705395485772,-7.55803017796441,40.305,40.305,2,2,40
69768,"Myotis bechsteinii","male",44.704776077775,-0.321350328958349,41.6181818182,41.6181818182,1,11,43
69776,"Myotis emarginatus","female",44.8383338684314,0.597881268363414,40.0965517241,40.0965517241,1,29,40.4
69789,"Myotis emarginatus","female",45.0288108555072,2.10190703342259,40.7972972973,40.7972972973,1,37,40.4
69846,"Myotis emarginatus","male",45.4694564593242,8.79928464240939,37,37,2,2,40.4
69991,"Rhinolophus ferrumequinum","male",43.6814655121008,25.5692115118062,57.05,57.05,1,1,58.4
69995,"Rhinolophus euryale","female",43.5749128915317,26.0076706121396,47.9,47.9,4,4,46
69995,"Rhinolophus euryale","male",43.5749128915317,26.0076706121396,47.5525,47.5525,8,8,46
70005,"Eptesicus serotinus","female",43.2957872766871,27.0953501289683,50.55,50.55,2,2,53
70005,"Eptesicus serotinus","male",43.2957872766871,27.0953501289683,53.515,53.515,4,4,53
70005,"Pipistrellus kuhlii","female",43.2957872766871,27.0953501289683,34.095,34.095,2,2,33.8
70005,"Plecotus austriacus","male",43.2957872766871,27.0953501289683,38.59,38.59,1,1,40
70257,"Myotis emarginatus","female",45.0557761514602,1.50472581870324,40.72,40.72,1,5,40.4
70257,"Myotis emarginatus","male",45.0557761514602,1.50472581870324,38.4964285714,38.4964285714,1,28,40.4
70257,"Pipistrellus pipistrellus","female",45.0557761514602,1.50472581870324,31.4333333333,31.4333333333,1,6,30.5
70257,"Pipistrellus pipistrellus","male",45.0557761514602,1.50472581870324,30.025,30.025,1,4,30.5
70260,"Myotis emarginatus","female",45.098045965541,1.85314403930393,40.3064516129,40.3064516129,1,31,40.4
70260,"Myotis emarginatus","male",45.098045965541,1.85314403930393,39.9,39.9,1,1,40.4
70332,"Myotis emarginatus","female",45.5761646040534,10.3387336996812,39.44,39.44,10,10,40.4
70332,"Myotis emarginatus","male",45.5761646040534,10.3387336996812,38.5866666666667,38.5866666666667,195,195,40.4
70899,"Rhinolophus euryale","female",44.6780597733559,21.7042942661856,48.5784615384615,48.5784615384615,13,13,46
70899,"Rhinolophus euryale","male",44.6780597733559,21.7042942661856,48.1585,48.1585,20,20,46
70937,"Hypsugo savii","female",43.7900621105859,25.9608476924358,33.7,33.7,2,2,34.5
70937,"Hypsugo savii","male",43.7900621105859,25.9608476924358,33.15,33.15,2,2,34.5
70937,"Plecotus austriacus","male",43.7900621105859,25.9608476924358,41.95,41.95,1,1,40
70941,"Plecotus austriacus","female",43.6809815196025,26.3994051291902,40.92,40.92,1,1,40
70941,"Rhinolophus euryale","female",43.6809815196025,26.3994051291902,47.4666666666667,47.4666666666667,6,6,46
70941,"Rhinolophus euryale","male",43.6809815196025,26.3994051291902,48.145625,48.145625,16,16,46
70942,"Eptesicus serotinus","male",43.6532551134472,26.5087386226407,52.2,52.2,1,1,53
70942,"Myotis bechsteinii","male",43.6532551134472,26.5087386226407,41.4,41.4,1,1,43
70942,"Plecotus austriacus","male",43.6532551134472,26.5087386226407,39.8,39.8,1,1,40
70942,"Rhinolophus ferrumequinum","female",43.6532551134472,26.5087386226407,56.8,56.8,1,1,58.4
70942,"Rhinolophus ferrumequinum","male",43.6532551134472,26.5087386226407,56.2,56.2,1,1,58.4
70956,"Eptesicus serotinus","male",43.2460851101104,28.0261784276467,50.86,50.86,1,1,53
70956,"Myotis nattereri","male",43.2460851101104,28.0261784276467,41.18,41.18,1,1,39
70956,"Rhinolophus hipposideros","male",43.2460851101104,28.0261784276467,38.27,38.27,1,1,37
71156,"Pipistrellus pipistrellus","female",43.4210212431766,-7.76884133592826,31.25,31.25,6,6,30.5
71156,"Pipistrellus pipistrellus","male",43.4210212431766,-7.76884133592826,30.26,30.26,10,10,30.5
71410,"Barbastella barbastellus","female",43.6910026688433,26.7598616231262,40.2,40.2,1,1,39
71410,"Myotis bechsteinii","male",43.6910026688433,26.7598616231262,41.4,41.4,1,1,43
71636,"Myotis emarginatus","female",44.9791326516725,-1.09675201323261,40.4671052632,40.4671052632,1,76,40.4
71636,"Myotis emarginatus","male",44.9791326516725,-1.09675201323261,38.26,38.26,1,5,40.4
71655,"Myotis emarginatus","female",45.3002434785565,1.10255210885694,40.2050847458,40.2050847458,1,59,40.4
71662,"Myotis emarginatus","female",45.400745101913,1.91988960606586,40.4232142857,40.4232142857,1,56,40.4
71720,"Myotis emarginatus","female",45.8579528164237,8.78928169617424,40.7666666666667,40.7666666666667,6,6,40.4
71720,"Myotis emarginatus","male",45.8579528164237,8.78928169617424,38.6827868852459,38.6827868852459,244,244,40.4
71830,"Rhinolophus euryale","female",44.8689331559999,21.7517083508944,48.4861538461538,48.4861538461538,13,13,46
71830,"Rhinolophus euryale","male",44.8689331559999,21.7517083508944,47.59875,47.59875,16,16,46
71830,"Rhinolophus ferrumequinum","female",44.8689331559999,21.7517083508944,57.6766666666667,57.6766666666667,6,6,58.4
71830,"Rhinolophus ferrumequinum","male",44.8689331559999,21.7517083508944,56.8285714285714,56.8285714285714,7,7,58.4
71871,"Eptesicus serotinus","male",43.8963119774677,26.3542030265759,49.53,49.53,3,3,53
71871,"Plecotus austriacus","male",43.8963119774677,26.3542030265759,41.835,41.835,2,2,40
72075,"Myotis escalerai","female",43.3303421762159,-8.80844269854106,38.64,38.64,1,1,39.5
72112,"Myotis emarginatus","female",45.3185226709504,0.501517886068001,40.1833333333,40.1833333333,1,30,40.4
72112,"Myotis emarginatus","male",45.3185226709504,0.501517886068001,39.2,39.2,1,1,40.4
72181,"Myotis emarginatus","female",45.9528332095967,8.66719911667175,38.7,38.7,1,1,40.4
72298,"Rhinolophus euryale","female",44.8415872699117,22.4616066755763,48.332,48.332,5,5,46
72298,"Rhinolophus euryale","male",44.8415872699117,22.4616066755763,47.63,47.63,5,5,46
72298,"Rhinolophus ferrumequinum","female",44.8415872699117,22.4616066755763,58.3366666666667,58.3366666666667,6,6,58.4
72298,"Rhinolophus ferrumequinum","male",44.8415872699117,22.4616066755763,57.075,57.075,2,2,58.4
72335,"Plecotus austriacus","female",43.9346025212191,26.6064553548629,40.9866666666667,40.9866666666667,3,3,40
72335,"Plecotus austriacus","male",43.9346025212191,26.6064553548629,39.2714285714286,39.2714285714286,7,7,40
72339,"Hypsugo savii","female",43.8213561813287,27.044823200108,35,35,1,1,34.5
72339,"Hypsugo savii","male",43.8213561813287,27.044823200108,33.28,33.28,1,1,34.5
72339,"Plecotus austriacus","female",43.8213561813287,27.044823200108,38.46,38.46,1,1,40
72339,"Plecotus austriacus","male",43.8213561813287,27.044823200108,39.1716666666667,39.1716666666667,6,6,40
72351,"Plecotus austriacus","female",43.4642404854644,28.3475028600256,40.125,40.125,2,2,40
72351,"Plecotus austriacus","male",43.4642404854644,28.3475028600256,38.83,38.83,2,2,40
72352,"Hypsugo savii","female",43.4333136952057,28.4551982192395,33.89,33.89,1,1,34.5
72352,"Hypsugo savii","male",43.4333136952057,28.4551982192395,33.8225,33.8225,4,4,34.5
72352,"Plecotus austriacus","female",43.4333136952057,28.4551982192395,42.1225,42.1225,4,4,40
72352,"Plecotus austriacus","male",43.4333136952057,28.4551982192395,39.924,39.924,5,5,40
72543,"Eptesicus serotinus","female",43.6402720652518,-8.09016793839742,53.5947368421053,53.5947368421053,19,19,53
72557,"Myotis bechsteinii","female",45.2257476663796,-0.795447032236215,41.4333333333,41.4333333333,1,3,43
72557,"Myotis bechsteinii","male",45.2257476663796,-0.795447032236215,41.0827586207,41.0827586207,1,30,43
72557,"Myotis nattereri","female",45.2257476663796,-0.795447032236215,38.35,38.35,1,2,39
72557,"Myotis nattereri","male",45.2257476663796,-0.795447032236215,37.5909090909,37.5909090909,1,11,39
72668,"Myotis emarginatus","male",46.0224434165035,12.3786197061056,38.7,38.7,2,2,40.4
72668,"Pipistrellus pipistrellus","female",46.0224434165035,12.3786197061056,32.9,32.9,1,1,30.5
72797,"Eptesicus serotinus","male",43.8570592588666,27.297204535772,52.4075,52.4075,4,4,53
72797,"Plecotus austriacus","male",43.8570592588666,27.297204535772,39.03,39.03,1,1,40
72797,"Rhinolophus ferrumequinum","male",43.8570592588666,27.297204535772,56.9133333333333,56.9133333333333,3,3,58.4
72797,"Rhinolophus hipposideros","female",43.8570592588666,27.297204535772,39.3,39.3,1,1,37
72797,"Rhinolophus hipposideros","male",43.8570592588666,27.297204535772,37.995,37.995,2,2,37
72798,"Rhinolophus hipposideros","male",43.8278853034586,27.4064080545403,37.3925,37.3925,4,4,37
72800,"Eptesicus serotinus","male",43.7689942344724,27.6244234921985,53.48,53.48,3,3,53
72800,"Myotis emarginatus","male",43.7689942344724,27.6244234921985,37.105,37.105,2,2,40.4
72800,"Plecotus austriacus","female",43.7689942344724,27.6244234921985,40.35,40.35,1,1,40
72800,"Plecotus austriacus","male",43.7689942344724,27.6244234921985,37.72,37.72,1,1,40
73011,"Barbastella barbastellus","female",45.339468389655,-0.701615460707899,39.9,39.9,1,3,39
73011,"Barbastella barbastellus","male",45.339468389655,-0.701615460707899,39.0545454545,39.0545454545,1,11,39
73011,"Myotis bechsteinii","male",45.339468389655,-0.701615460707899,40.9875,40.9875,1,16,43
73011,"Myotis emarginatus","female",45.339468389655,-0.701615460707899,39.6752380952,39.6752380952,1,105,40.4
73011,"Myotis emarginatus","male",45.339468389655,-0.701615460707899,38,38,1,2,40.4
73248,"Plecotus austriacus","male",44.0083185326899,27.1121228573147,39.41,39.41,3,3,40
73250,"Eptesicus serotinus","male",43.9504254563835,27.3312970469307,51.492,51.492,5,5,53
73250,"Hypsugo savii","male",43.9504254563835,27.3312970469307,34.3975,34.3975,4,4,34.5
73250,"Myotis bechsteinii","male",43.9504254563835,27.3312970469307,40.5,40.5,1,1,43
73250,"Myotis emarginatus","female",43.9504254563835,27.3312970469307,41.5,41.5,2,2,40.4
73250,"Plecotus austriacus","male",43.9504254563835,27.3312970469307,38.985,38.985,2,2,40
73250,"Rhinolophus ferrumequinum","male",43.9504254563835,27.3312970469307,57.8966666666667,57.8966666666667,3,3,58.4
73251,"Eptesicus serotinus","male",43.9212063833366,27.4406886636967,52.1655555555556,52.1655555555556,9,9,53
73251,"Hypsugo savii","male",43.9212063833366,27.4406886636967,33.55,33.55,2,2,34.5
73251,"Plecotus austriacus","male",43.9212063833366,27.4406886636967,39.92,39.92,1,1,40
73251,"Rhinolophus ferrumequinum","male",43.9212063833366,27.4406886636967,57.8833333333333,57.8833333333333,3,3,58.4
73252,"Eptesicus serotinus","male",43.8918059614134,27.5499492094416,50,50,1,1,53
73457,"Myotis emarginatus","female",45.4350195264939,-0.723576898726147,40.0583333333,40.0583333333,1,24,40.4
73459,"Barbastella barbastellus","female",45.4708121569924,-0.490997014646672,39.68,39.68,1,5,39
73459,"Barbastella barbastellus","male",45.4708121569924,-0.490997014646672,38.7944444444,38.7944444444,1,18,39
73459,"Eptesicus serotinus","female",45.4708121569924,-0.490997014646672,53.175,53.175,1,4,53
73459,"Eptesicus serotinus","male",45.4708121569924,-0.490997014646672,49.9714285714,49.9714285714,1,7,53
73459,"Myotis bechsteinii","female",45.4708121569924,-0.490997014646672,41.9173913043,41.9173913043,1,23,43
73459,"Myotis bechsteinii","male",45.4708121569924,-0.490997014646672,40.997029703,40.997029703,1,101,43
73459,"Myotis emarginatus","male",45.4708121569924,-0.490997014646672,37.875,37.875,1,28,40.4
73459,"Myotis nattereri","female",45.4708121569924,-0.490997014646672,38.05,38.05,1,2,39
73459,"Myotis nattereri","male",45.4708121569924,-0.490997014646672,39.1076923077,39.1076923077,1,13,39
73459,"Plecotus auritus","male",45.4708121569924,-0.490997014646672,38.79,38.79,1,10,39
73564,"Pipistrellus pipistrellus","male",46.2274459290218,12.0280335501774,30.9,30.9,1,1,30.5
73565,"Barbastella barbastellus","male",46.2239136021584,12.1482424043618,40.2,40.2,1,1,39
73696,"Eptesicus serotinus","male",44.0437405208758,27.3655200669912,51.79,51.79,1,1,53
73696,"Plecotus austriacus","male",44.0437405208758,27.3655200669912,40.17,40.17,1,1,40
73699,"Eptesicus serotinus","male",43.95540294198,27.6938649428249,51.6571428571429,51.6571428571429,7,7,53
73699,"Plecotus austriacus","male",43.95540294198,27.6938649428249,40.26,40.26,1,1,40
73699,"Rhinolophus ferrumequinum","female",43.95540294198,27.6938649428249,59.7,59.7,1,1,58.4
73907,"Barbastella barbastellus","female",45.7019531009595,0.423006598894734,39.8,39.8,1,1,39
73907,"Barbastella barbastellus","male",45.7019531009595,0.423006598894734,39.0555555556,39.0555555556,1,9,39
73907,"Eptesicus serotinus","male",45.7019531009595,0.423006598894734,51.8090909091,51.8090909091,1,11,53
73907,"Myotis bechsteinii","female",45.7019531009595,0.423006598894734,42.275,42.275,1,4,43
73907,"Myotis bechsteinii","male",45.7019531009595,0.423006598894734,41.2733333333,41.2733333333,1,15,43
73907,"Myotis emarginatus","female",45.7019531009595,0.423006598894734,38.22,38.22,1,6,40.4
73907,"Myotis emarginatus","male",45.7019531009595,0.423006598894734,38.5178571429,38.5178571429,1,28,40.4
73907,"Pipistrellus pipistrellus","female",45.7019531009595,0.423006598894734,31.6111111111,31.6111111111,1,9,30.5
73907,"Pipistrellus pipistrellus","male",45.7019531009595,0.423006598894734,30.525,30.525,1,4,30.5
74005,"Eptesicus nilssonii","male",46.3207725617371,12.152760746819,39.5,39.5,1,1,40.5
74005,"Pipistrellus pipistrellus","female",46.3207725617371,12.152760746819,31.4363636363636,31.4363636363636,11,11,30.5
74005,"Pipistrellus pipistrellus","male",46.3207725617371,12.152760746819,32,32,2,2,30.5
74005,"Plecotus auritus","male",46.3207725617371,12.152760746819,41.3,41.3,1,1,39
74138,"Eptesicus serotinus","female",44.0782029096154,27.6192807966877,54.33,54.33,1,1,53
74138,"Eptesicus serotinus","male",44.0782029096154,27.6192807966877,52.8622222222222,52.8622222222222,9,9,53
74138,"Myotis emarginatus","female",44.0782029096154,27.6192807966877,41.0563636363636,41.0563636363636,22,22,40.4
74138,"Myotis emarginatus","male",44.0782029096154,27.6192807966877,38.14,38.14,1,1,40.4
74138,"Myotis nattereri","female",44.0782029096154,27.6192807966877,40.91625,40.91625,16,16,39
74138,"Myotis nattereri","male",44.0782029096154,27.6192807966877,39.64,39.64,4,4,39
74138,"Rhinolophus ferrumequinum","female",44.0782029096154,27.6192807966877,56.4875,56.4875,4,4,58.4
74138,"Rhinolophus ferrumequinum","male",44.0782029096154,27.6192807966877,55.32,55.32,1,1,58.4
74139,"Myotis emarginatus","female",44.0485297310218,27.728784673449,42,42,1,1,40.4
74139,"Rhinolophus ferrumequinum","female",44.0485297310218,27.728784673449,58.3666666666667,58.3666666666667,3,3,58.4
74139,"Rhinolophus ferrumequinum","male",44.0485297310218,27.728784673449,56.1,56.1,1,1,58.4
74139,"Rhinolophus hipposideros","female",44.0485297310218,27.728784673449,37.48,37.48,1,1,37
74331,"Plecotus auritus","female",45.6970405409771,-0.300425025239709,37.9,37.9,1,6,39
74331,"Plecotus auritus","male",45.6970405409771,-0.300425025239709,37.2333333333,37.2333333333,1,9,39
74334,"Pipistrellus pipistrellus","female",45.7482615995288,0.050997324586362,30.6625,30.6625,1,8,30.5
74334,"Pipistrellus pipistrellus","male",45.7482615995288,0.050997324586362,30.5,30.5,1,2,30.5
74337,"Eptesicus serotinus","female",45.7977112506205,0.403177464651867,52.99,52.99,1,9,53
74337,"Eptesicus serotinus","male",45.7977112506205,0.403177464651867,52.5433333333,52.5433333333,1,3,53
74758,"Barbastella barbastellus","female",45.7214265091123,-0.789998936560626,40.5,40.5,1,3,39
74758,"Barbastella barbastellus","male",45.7214265091123,-0.789998936560626,39.12,39.12,1,10,39
74758,"Myotis emarginatus","female",45.7214265091123,-0.789998936560626,40.1902439024,40.1902439024,1,41,40.4
74758,"Myotis emarginatus","male",45.7214265091123,-0.789998936560626,37.625,37.625,1,8,40.4
74758,"Myotis nattereri","male",45.7214265091123,-0.789998936560626,39.0666666667,39.0666666667,1,18,39
74758,"Plecotus auritus","female",45.7214265091123,-0.789998936560626,38.55,38.55,1,2,39
74758,"Plecotus auritus","male",45.7214265091123,-0.789998936560626,37.4916666667,37.4916666667,1,12,39
74869,"Plecotus auritus","male",46.5025078959445,12.5246423870763,40.0666666666667,40.0666666666667,3,3,39
74878,"Hypsugo savii","male",46.4558498359745,13.6116755683545,32.5,32.5,1,1,34.5
74878,"Myotis mystacinus","male",46.4558498359745,13.6116755683545,33.6666666666667,33.6666666666667,3,3,34
74878,"Plecotus auritus","male",46.4558498359745,13.6116755683545,39.2,39.2,1,1,39
75172,"Pipistrellus pipistrellus","female",45.7985021132805,-0.929391787225583,30.8666666667,30.8666666667,1,6,30.5
75172,"Pipistrellus pipistrellus","male",45.7985021132805,-0.929391787225583,30.94,30.94,1,5,30.5
75174,"Barbastella barbastellus","female",45.8349288802924,-0.695158106321317,40.3,40.3,1,4,39
75174,"Barbastella barbastellus","male",45.8349288802924,-0.695158106321317,38.8272727273,38.8272727273,1,11,39
75174,"Myotis bechsteinii","female",45.8349288802924,-0.695158106321317,42.66,42.66,1,5,43
75174,"Myotis bechsteinii","male",45.8349288802924,-0.695158106321317,40.9166666667,40.9166666667,1,30,43
75174,"Myotis emarginatus","female",45.8349288802924,-0.695158106321317,40.0333333333,40.0333333333,1,12,40.4
75174,"Myotis emarginatus","male",45.8349288802924,-0.695158106321317,38.4041666667,38.4041666667,1,144,40.4
75174,"Myotis mystacinus","female",45.8349288802924,-0.695158106321317,34.8,34.8,1,4,34
75174,"Myotis mystacinus","male",45.8349288802924,-0.695158106321317,34.425,34.425,1,8,34
75174,"Myotis nattereri","female",45.8349288802924,-0.695158106321317,39.2363636364,39.2363636364,1,11,39
75174,"Myotis nattereri","male",45.8349288802924,-0.695158106321317,38.9283333333,38.9283333333,1,60,39
75174,"Pipistrellus pipistrellus","female",45.8349288802924,-0.695158106321317,31.1666666667,31.1666666667,1,9,30.5
75174,"Pipistrellus pipistrellus","male",45.8349288802924,-0.695158106321317,30.7,30.7,1,1,30.5
75174,"Plecotus auritus","female",45.8349288802924,-0.695158106321317,37.59,37.59,1,10,39
75174,"Plecotus auritus","male",45.8349288802924,-0.695158106321317,37.9722222222,37.9722222222,1,18,39
75175,"Barbastella barbastellus","female",45.8528478254934,-0.577904978387185,40.3333333333,40.3333333333,1,9,39
75175,"Barbastella barbastellus","male",45.8528478254934,-0.577904978387185,39.0882352941,39.0882352941,1,17,39
75175,"Myotis emarginatus","female",45.8528478254934,-0.577904978387185,40.3352459016,40.3352459016,1,246,40.4
75175,"Myotis emarginatus","male",45.8528478254934,-0.577904978387185,38.57,38.57,1,10,40.4
75175,"Myotis mystacinus","female",45.8528478254934,-0.577904978387185,33.6,33.6,1,2,34
75175,"Myotis mystacinus","male",45.8528478254934,-0.577904978387185,33.825,33.825,1,8,34
75175,"Myotis nattereri","female",45.8528478254934,-0.577904978387185,40.55,40.55,1,2,39
75175,"Myotis nattereri","male",45.8528478254934,-0.577904978387185,39.23,39.23,1,20,39
75175,"Pipistrellus pipistrellus","female",45.8528478254934,-0.577904978387185,31,31,1,8,30.5
75175,"Pipistrellus pipistrellus","male",45.8528478254934,-0.577904978387185,30.9666666667,30.9666666667,1,3,30.5
75175,"Plecotus auritus","female",45.8528478254934,-0.577904978387185,39.225,39.225,1,4,39
75175,"Plecotus auritus","male",45.8528478254934,-0.577904978387185,37.6,37.6,1,6,39
75182,"Myotis emarginatus","female",45.9727671431465,0.245328483245074,40.1539215686,40.1539215686,1,102,40.4
75182,"Myotis emarginatus","male",45.9727671431465,0.245328483245074,38,38,1,1,40.4
75182,"Pipistrellus pipistrellus","female",45.9727671431465,0.245328483245074,31.4875,31.4875,1,8,30.5
75182,"Pipistrellus pipistrellus","male",45.9727671431465,0.245328483245074,31.1388888889,31.1388888889,1,9,30.5
75183,"Barbastella barbastellus","female",45.9891087165057,0.36327417158984,39.9818181818,39.9818181818,1,11,39
75183,"Barbastella barbastellus","male",45.9891087165057,0.36327417158984,38.9117647059,38.9117647059,1,17,39
75183,"Myotis bechsteinii","female",45.9891087165057,0.36327417158984,41.9022222222,41.9022222222,1,45,43
75183,"Myotis bechsteinii","male",45.9891087165057,0.36327417158984,40.8934640523,40.8934640523,1,153,43
75183,"Myotis emarginatus","female",45.9891087165057,0.36327417158984,39.6,39.6,1,3,40.4
75183,"Myotis emarginatus","male",45.9891087165057,0.36327417158984,38.2285714286,38.2285714286,1,7,40.4
75183,"Myotis mystacinus","female",45.9891087165057,0.36327417158984,33.8666666667,33.8666666667,1,6,34
75183,"Myotis mystacinus","male",45.9891087165057,0.36327417158984,34.4916666667,34.4916666667,1,12,34
75183,"Myotis nattereri","female",45.9891087165057,0.36327417158984,39.4381294964,39.4381294964,1,139,39
75183,"Myotis nattereri","male",45.9891087165057,0.36327417158984,38.8537572254,38.8537572254,1,346,39
75183,"Plecotus auritus","female",45.9891087165057,0.36327417158984,38.6285714286,38.6285714286,1,7,39
75183,"Plecotus auritus","male",45.9891087165057,0.36327417158984,37.9208333333,37.9208333333,1,24,39
75186,"Myotis emarginatus","female",46.0369449865136,0.717602625064101,40.155704698,40.155704698,1,149,40.4
75186,"Myotis emarginatus","male",46.0369449865136,0.717602625064101,37.325,37.325,1,4,40.4
75584,"Barbastella barbastellus","female",45.9303058041042,-0.717339900426155,39.90576923075,39.8723684210395,2,76,39
75584,"Barbastella barbastellus","male",45.9303058041042,-0.717339900426155,38.68855257645,38.699827188935,2,140,39
75584,"Myotis bechsteinii","female",45.9303058041042,-0.717339900426155,41.98,41.98,1,5,43
75584,"Myotis bechsteinii","male",45.9303058041042,-0.717339900426155,40.6194444444,40.6194444444,1,72,43
