"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","FAL_n","wFAL_n","fal"
40754,"Pipistrellus kuhlii","female",37.3261501380543,-7.26533524093566,34.165,34.165,2,2,33.8
40754,"Pipistrellus kuhlii","male",37.3261501380543,-7.26533524093566,33.02,33.02,1,1,33.8
40760,"Eptesicus isabellinus","female",37.5021666748723,-6.68406268714332,51.2631578947368,51.2631578947368,19,19,49
40760,"Eptesicus isabellinus","male",37.5021666748723,-6.68406268714332,49.85,49.85,6,6,49
40778,"Pipistrellus kuhlii","female",37.9940116887798,-4.91927184430132,33.635,33.635,20,20,33.8
40786,"Eptesicus isabellinus","female",38.1949814625569,-4.1253076947648,49.64,49.64,2,2,49
40786,"Pipistrellus kuhlii","female",38.1949814625569,-4.1253076947648,33.94,33.94,1,1,33.8
40791,"Eptesicus isabellinus","male",38.3150215432552,-3.62623258220857,48.2,48.2,1,1,49
40792,"Eptesicus isabellinus","female",38.3385134678211,-3.52616156856108,51.59,51.59,1,1,49
40792,"Myotis escalerai","female",38.3385134678211,-3.52616156856108,40.04,40.04,1,1,39.5
40792,"Myotis escalerai","male",38.3385134678211,-3.52616156856108,39.14,39.14,1,1,39.5
40792,"Pipistrellus kuhlii","female",38.3385134678211,-3.52616156856108,34.53,34.53,1,1,33.8
40792,"Pipistrellus kuhlii","male",38.3385134678211,-3.52616156856108,32.81,32.81,1,1,33.8
40793,"Myotis bechsteinii","male",38.3618329847829,-3.42600639306927,39.9,39.9,1,1,43
40793,"Myotis emarginatus","female",38.3618329847829,-3.42600639306927,40.82,40.82,2,2,40.4
40793,"Myotis escalerai","female",38.3618329847829,-3.42600639306927,39.84,39.84,1,1,39.5
40793,"Pipistrellus kuhlii","female",38.3618329847829,-3.42600639306927,33.956,33.956,5,5,33.8
40793,"Pipistrellus kuhlii","male",38.3618329847829,-3.42600639306927,34.8,34.8,1,1,33.8
40793,"Rhinolophus ferrumequinum","female",38.3618329847829,-3.42600639306927,55.54,55.54,1,1,58.4
41212,"Eptesicus isabellinus","female",37.5693963852094,-6.81051544920384,51.16,51.16,15,15,49
41212,"Eptesicus isabellinus","male",37.5693963852094,-6.81051544920384,50.4428571428571,50.4428571428571,7,7,49
41220,"Pipistrellus kuhlii","female",37.7963614986599,-6.02953406704686,32.7,32.7,1,1,33.8
41220,"Pipistrellus kuhlii","male",37.7963614986599,-6.02953406704686,32.5333333333333,32.5333333333333,3,3,33.8
41224,"Eptesicus isabellinus","male",37.9058100178147,-5.63671767711976,45.9,45.9,1,1,49
41224,"Myotis emarginatus","male",37.9058100178147,-5.63671767711976,38.8,38.8,1,1,40.4
41224,"Pipistrellus kuhlii","female",37.9058100178147,-5.63671767711976,33.7142857142857,33.7142857142857,7,7,33.8
41224,"Pipistrellus kuhlii","male",37.9058100178147,-5.63671767711976,33.1,33.1,3,3,33.8
41224,"Plecotus austriacus","male",37.9058100178147,-5.63671767711976,39.4,39.4,1,1,40
41225,"Eptesicus isabellinus","male",37.9327499915388,-5.53827600307959,50,50,1,1,49
41225,"Myotis emarginatus","male",37.9327499915388,-5.53827600307959,39.3,39.3,1,1,40.4
41225,"Pipistrellus kuhlii","female",37.9327499915388,-5.53827600307959,33.45,33.45,10,10,33.8
41225,"Pipistrellus kuhlii","male",37.9327499915388,-5.53827600307959,32.3090909090909,32.3090909090909,11,11,33.8
41668,"Myotis escalerai","female",37.6944834234355,-6.74251133824361,39.02,39.02,1,1,39.5
41668,"Pipistrellus kuhlii","female",37.6944834234355,-6.74251133824361,33.485,33.485,2,2,33.8
41694,"Myotis bechsteinii","female",38.3890918764091,-4.17561129963792,41.078,41.078,5,5,43
41694,"Myotis bechsteinii","male",38.3890918764091,-4.17561129963792,40.1,40.1,1,1,43
42123,"Pipistrellus kuhlii","female",37.9890743283727,-6.08604605904524,33.45,33.45,12,12,33.8
42123,"Pipistrellus kuhlii","male",37.9890743283727,-6.08604605904524,32.4026666666667,32.4026666666667,12,12,33.8
42125,"Myotis escalerai","female",38.0442780605831,-5.88920984408575,39.6,39.6,7,7,39.5
42125,"Myotis escalerai","male",38.0442780605831,-5.88920984408575,38.3666666666667,38.3666666666667,12,12,39.5
42134,"Pipistrellus kuhlii","female",38.2843075063012,-4.99872520982224,32.8666666666667,32.8666666666667,3,3,33.8
42134,"Pipistrellus kuhlii","male",38.2843075063012,-4.99872520982224,32.9,32.9,1,1,33.8
42176,"Myotis escalerai","female",39.2197609643693,-0.750156569166227,39.7583333333333,39.7583333333333,12,12,39.5
42176,"Myotis escalerai","male",39.2197609643693,-0.750156569166227,38.82,38.82,14,14,39.5
43999,"Plecotus auritus","male",37.5913673955729,-8.73798243927003,39.4,39.4,1,1,39
44036,"Eptesicus isabellinus","female",38.6706260366962,-5.10595800722653,48.9,48.9,1,1,49
44628,"Barbastella barbastellus","male",40.4318395360685,15.4502848996868,38.95,38.95,4,4,39
44628,"Hypsugo savii","male",40.4318395360685,15.4502848996868,32.6,32.6,2,2,34.5
44628,"Myotis crypticus","male",40.4318395360685,15.4502848996868,38.8,38.8,3,3,39.3
44628,"Myotis mystacinus","female",40.4318395360685,15.4502848996868,32.7,32.7,5,5,34
44628,"Myotis mystacinus","male",40.4318395360685,15.4502848996868,33.8,33.8,3,3,34
44628,"Pipistrellus pipistrellus","male",40.4318395360685,15.4502848996868,30,30,3,3,30.5
44628,"Plecotus auritus","female",40.4318395360685,15.4502848996868,38.7,38.7,2,2,39
44628,"Plecotus auritus","male",40.4318395360685,15.4502848996868,37.9,37.9,1,1,39
45969,"Barbastella barbastellus","female",38.0677312026259,-8.57853402739863,41.3,41.3,1,1,39
45969,"Pipistrellus kuhlii","male",38.0677312026259,-8.57853402739863,33.3,33.3,1,1,33.8
45969,"Pipistrellus pipistrellus","female",38.0677312026259,-8.57853402739863,31.1,31.1,1,1,30.5
46094,"Hypsugo savii","female",40.8132005560801,14.4079631615413,34.1167701863354,34.1167701863354,161,161,34.5
46094,"Hypsugo savii","male",40.8132005560801,14.4079631615413,33.0103448275862,33.0103448275862,58,58,34.5
46094,"Myotis crypticus","female",40.8132005560801,14.4079631615413,37.7,37.7,1,1,39.3
46094,"Myotis crypticus","male",40.8132005560801,14.4079631615413,38.9,38.9,1,1,39.3
46094,"Pipistrellus kuhlii","female",40.8132005560801,14.4079631615413,33.6363636363636,33.6363636363636,11,11,33.8
46094,"Pipistrellus kuhlii","male",40.8132005560801,14.4079631615413,32.85,32.85,2,2,33.8
46094,"Plecotus austriacus","female",40.8132005560801,14.4079631615413,40.4,40.4,2,2,40
46095,"Hypsugo savii","male",40.8054974271513,14.5154136933503,31.7,31.7,1,1,34.5
46455,"Plecotus auritus","male",38.1626721356633,-8.61123721557901,38,38,1,1,39
46722,"Rhinolophus ferrumequinum","male",37.5007489026156,30.5066230626987,56,56,1,1,58.4
46936,"Plecotus auritus","male",38.4154942778259,-8.15554183641984,37.7,37.7,1,1,39
47484,"Barbastella barbastellus","male",40.3683325624089,-0.549430167624743,38.3,38.3,1,1,39
47488,"Myotis escalerai","female",40.439539754061,-0.128559120536633,40.2466666666667,40.2466666666667,9,9,39.5
47488,"Myotis escalerai","male",40.439539754061,-0.128559120536633,38.7657142857143,38.7657142857143,7,7,39.5
47488,"Plecotus austriacus","male",40.439539754061,-0.128559120536633,40.74,40.74,1,1,40
47920,"Hypsugo savii","female",39.2246406536921,-6.13234059714793,36.6,36.6,1,1,34.5
47975,"Barbastella barbastellus","female",40.4839351070457,-0.463736344125553,40.5,40.5,1,1,39
47975,"Plecotus auritus","male",40.4839351070457,-0.463736344125553,41,41,3,3,39
47975,"Rhinolophus ferrumequinum","female",40.4839351070457,-0.463736344125553,56.2,56.2,1,1,58.4
47987,"Eptesicus serotinus","female",40.6869874571749,0.8052363086069,54,54,2,2,53
48021,"Eptesicus serotinus","female",41.2915167909744,13.0313862168594,54.3666666666667,54.3666666666667,3,3,53
48021,"Myotis bechsteinii","male",41.2915167909744,13.0313862168594,41.5,41.5,1,1,43
48021,"Myotis crypticus","female",41.2915167909744,13.0313862168594,39.7,39.7,1,1,39.3
48021,"Myotis emarginatus","female",41.2915167909744,13.0313862168594,38.9,38.9,2,2,40.4
48021,"Myotis emarginatus","male",41.2915167909744,13.0313862168594,36.9,36.9,2,2,40.4
48021,"Myotis nattereri","female",41.2915167909744,13.0313862168594,39.7,39.7,1,1,39
48021,"Pipistrellus kuhlii","male",41.2915167909744,13.0313862168594,32.3,32.3,1,1,33.8
48021,"Pipistrellus pipistrellus","female",41.2915167909744,13.0313862168594,33.5,33.5,1,1,30.5
48021,"Pipistrellus pipistrellus","male",41.2915167909744,13.0313862168594,30.2,30.2,3,3,30.5
48388,"Barbastella barbastellus","female",38.5739011900877,-8.64524502126228,39.1,39.1,1,1,39
48388,"Myotis emarginatus","male",38.5739011900877,-8.64524502126228,36.4,36.4,1,1,40.4
48457,"Plecotus auritus","male",40.3721375000036,-1.63946989862025,41.3,41.3,1,1,39
48475,"Barbastella barbastellus","female",40.7032172584083,0.257149475863061,39.7,39.7,1,1,39
48475,"Hypsugo savii","male",40.7032172584083,0.257149475863061,36.1,36.1,1,1,34.5
48475,"Pipistrellus pipistrellus","male",40.7032172584083,0.257149475863061,29.8,29.8,2,2,30.5
48475,"Plecotus auritus","female",40.7032172584083,0.257149475863061,41.45,41.45,4,4,39
48475,"Plecotus auritus","male",40.7032172584083,0.257149475863061,41.15,41.15,2,2,39
48479,"Eptesicus serotinus","female",40.7688191532619,0.681717212107284,55.2,55.2,1,1,53
48479,"Rhinolophus ferrumequinum","female",40.7688191532619,0.681717212107284,57,57,1,1,58.4
48479,"Rhinolophus ferrumequinum","male",40.7688191532619,0.681717212107284,55.9,55.9,1,1,58.4
48516,"Myotis crypticus","female",41.3953225706692,12.9283106459743,38.6,38.6,1,1,39.3
48516,"Myotis nattereri","female",41.3953225706692,12.9283106459743,38.6,38.6,1,1,39
48530,"Myotis emarginatus","female",41.3063175195896,14.4497757618479,40.0625,40.0625,16,16,40.4
48530,"Myotis emarginatus","male",41.3063175195896,14.4497757618479,37.8,37.8,2,2,40.4
48530,"Rhinolophus euryale","female",41.3063175195896,14.4497757618479,48.0348484848485,48.0348484848485,66,66,46
48530,"Rhinolophus euryale","male",41.3063175195896,14.4497757618479,47.5227272727273,47.5227272727273,22,22,46
48530,"Rhinolophus ferrumequinum","male",41.3063175195896,14.4497757618479,55.6,55.6,1,1,58.4
48956,"Barbastella barbastellus","female",40.4692764832886,-1.66107474733007,41.9,41.9,1,1,39
48956,"Myotis escalerai","male",40.4692764832886,-1.66107474733007,39.75,39.75,2,2,39.5
48956,"Myotis mystacinus","female",40.4692764832886,-1.66107474733007,33.85,33.85,2,2,34
48956,"Plecotus auritus","female",40.4692764832886,-1.66107474733007,41.95,41.95,2,2,39
48956,"Plecotus auritus","male",40.4692764832886,-1.66107474733007,42.3,42.3,3,3,39
48956,"Rhinolophus ferrumequinum","female",40.4692764832886,-1.66107474733007,56.2,56.2,1,1,58.4
48974,"Eptesicus serotinus","male",40.8008311634783,0.238913680717047,52.5,52.5,2,2,53
48974,"Hypsugo savii","male",40.8008311634783,0.238913680717047,33.1,33.1,2,2,34.5
48974,"Myotis emarginatus","male",40.8008311634783,0.238913680717047,38.4,38.4,1,1,40.4
48974,"Myotis escalerai","male",40.8008311634783,0.238913680717047,39.175,39.175,4,4,39.5
48974,"Plecotus auritus","female",40.8008311634783,0.238913680717047,40.7,40.7,2,2,39
48974,"Plecotus auritus","male",40.8008311634783,0.238913680717047,40.1,40.1,2,2,39
48974,"Rhinolophus hipposideros","male",40.8008311634783,0.238913680717047,36.2333333333333,36.2333333333333,3,3,37
48975,"Barbastella barbastellus","male",40.8175288251589,0.345147115576138,39.2,39.2,2,2,39
48975,"Eptesicus serotinus","male",40.8175288251589,0.345147115576138,53.425,53.425,4,4,53
48975,"Myotis emarginatus","male",40.8175288251589,0.345147115576138,40.02,40.02,5,5,40.4
48975,"Myotis escalerai","female",40.8175288251589,0.345147115576138,40.65,40.65,2,2,39.5
48975,"Myotis escalerai","male",40.8175288251589,0.345147115576138,39.2111111111111,39.2111111111111,9,9,39.5
48975,"Pipistrellus pipistrellus","female",40.8175288251589,0.345147115576138,30.8,30.8,1,1,30.5
48975,"Pipistrellus pipistrellus","male",40.8175288251589,0.345147115576138,30.6,30.6,3,3,30.5
48975,"Plecotus auritus","female",40.8175288251589,0.345147115576138,41.5,41.5,4,4,39
48975,"Plecotus auritus","male",40.8175288251589,0.345147115576138,40.8666666666667,40.8666666666667,3,3,39
48975,"Plecotus austriacus","female",40.8175288251589,0.345147115576138,41.5,41.5,1,1,40
48975,"Plecotus austriacus","male",40.8175288251589,0.345147115576138,38.9,38.9,1,1,40
48975,"Rhinolophus ferrumequinum","male",40.8175288251589,0.345147115576138,56.8,56.8,1,1,58.4
48975,"Rhinolophus hipposideros","male",40.8175288251589,0.345147115576138,37.3,37.3,1,1,37
49036,"Hypsugo savii","male",41.404817296724,14.4582334595072,32.55,32.55,2,2,34.5
49036,"Myotis crypticus","male",41.404817296724,14.4582334595072,39.2,39.2,5,5,39.3
49036,"Myotis emarginatus","male",41.404817296724,14.4582334595072,40,40,2,2,40.4
49036,"Myotis nattereri","male",41.404817296724,14.4582334595072,39.2,39.2,5,5,39
49037,"Hypsugo savii","male",41.3970455251855,14.5668991887271,33.15,33.15,4,4,34.5
49037,"Myotis crypticus","male",41.3970455251855,14.5668991887271,39,39,1,1,39.3
49037,"Myotis nattereri","male",41.3970455251855,14.5668991887271,39,39,1,1,39
49037,"Pipistrellus kuhlii","female",41.3970455251855,14.5668991887271,34.3,34.3,1,1,33.8
49037,"Pipistrellus pipistrellus","male",41.3970455251855,14.5668991887271,30.2666666666667,30.2666666666667,3,3,30.5
49037,"Plecotus auritus","female",41.3970455251855,14.5668991887271,40.2,40.2,2,2,39
49037,"Plecotus auritus","male",41.3970455251855,14.5668991887271,38.7,38.7,1,1,39
49433,"Eptesicus isabellinus","male",39.6485897652308,-5.71371933804305,50.37,50.37,10,10,49
49434,"Eptesicus isabellinus","female",39.6754528088222,-5.61215268559686,51.5,51.5,1,1,49
49434,"Eptesicus isabellinus","male",39.6754528088222,-5.61215268559686,50.125,50.125,4,4,49
49482,"Myotis escalerai","female",40.758073533085,-0.628282335310398,39.8,39.8,2,2,39.5
49482,"Myotis escalerai","male",40.758073533085,-0.628282335310398,40,40,1,1,39.5
49496,"Eptesicus serotinus","male",40.9959922555263,0.860157978592827,52.15,52.15,4,4,53
49496,"Pipistrellus pipistrellus","female",40.9959922555263,0.860157978592827,31.1,31.1,6,6,30.5
49496,"Pipistrellus pipistrellus","male",40.9959922555263,0.860157978592827,30.7,30.7,1,1,30.5
49552,"Hypsugo savii","female",41.546040614002,13.8128459332679,33.7,33.7,4,4,34.5
49552,"Myotis crypticus","male",41.546040614002,13.8128459332679,39.2,39.2,1,1,39.3
49552,"Pipistrellus kuhlii","female",41.546040614002,13.8128459332679,34.15,34.15,4,4,33.8
49552,"Pipistrellus pipistrellus","female",41.546040614002,13.8128459332679,31.1,31.1,1,1,30.5
49943,"Myotis escalerai","male",39.2905609471624,-7.35589787358599,37.5,37.5,2,2,39.5
49943,"Plecotus austriacus","female",39.2905609471624,-7.35589787358599,40.1466666666667,40.1466666666667,3,3,40
49958,"Eptesicus isabellinus","female",39.7172784992416,-5.84396220501509,50.84,50.84,5,5,49
49958,"Eptesicus isabellinus","male",39.7172784992416,-5.84396220501509,49.5575757575758,49.5575757575758,33,33,49
49958,"Eptesicus serotinus","male",39.7172784992416,-5.84396220501509,51.4,51.4,1,1,53
49959,"Eptesicus isabellinus","female",39.7443512689595,-5.74233115272169,51.95,51.95,18,18,49
49959,"Eptesicus isabellinus","male",39.7443512689595,-5.74233115272169,49.6375,49.6375,12,12,49
49959,"Eptesicus serotinus","male",39.7443512689595,-5.74233115272169,52.4,52.4,1,1,53
49959,"Rhinolophus ferrumequinum","male",39.7443512689595,-5.74233115272169,56.6,56.6,1,1,58.4
50021,"Plecotus austriacus","female",41.077827215262,0.735995720754513,42.2,42.2,1,1,40
50022,"Eptesicus serotinus","male",41.0936587055692,0.842945141220408,52.2888888888889,52.2888888888889,9,9,53
50022,"Hypsugo savii","male",41.0936587055692,0.842945141220408,34.0375,34.0375,8,8,34.5
50022,"Myotis emarginatus","male",41.0936587055692,0.842945141220408,38.55,38.55,2,2,40.4
50022,"Pipistrellus pipistrellus","male",41.0936587055692,0.842945141220408,30.0666666666667,30.0666666666667,3,3,30.5
50022,"Plecotus austriacus","female",41.0936587055692,0.842945141220408,38.9,38.9,1,1,40
50022,"Plecotus austriacus","male",41.0936587055692,0.842945141220408,39.8,39.8,2,2,40
50083,"Hypsugo savii","male",41.6239535424553,14.1478228398155,34.5,34.5,1,1,34.5
50452,"Myotis escalerai","male",39.385655187427,-7.38720429195384,37.6,37.6,1,1,39.5
50465,"Eptesicus isabellinus","female",39.7582119779439,-6.07612740484769,51.3190476190476,51.3190476190476,21,21,49
50465,"Eptesicus isabellinus","male",39.7582119779439,-6.07612740484769,45.7,45.7,1,1,49
50466,"Eptesicus isabellinus","male",39.7856676027179,-5.97453624419891,50.7,50.7,1,1,49
50466,"Eptesicus serotinus","female",39.7856676027179,-5.97453624419891,52.3,52.3,1,1,53
50466,"Myotis escalerai","female",39.7856676027179,-5.97453624419891,40.5,40.5,1,1,39.5
50467,"Eptesicus serotinus","male",39.8129504336935,-5.87284184846832,48.6,48.6,1,1,53
50467,"Myotis bechsteinii","male",39.8129504336935,-5.87284184846832,42.3,42.3,1,1,43
50467,"Pipistrellus kuhlii","female",39.8129504336935,-5.87284184846832,33.45,33.45,2,2,33.8
50467,"Pipistrellus kuhlii","male",39.8129504336935,-5.87284184846832,32,32,2,2,33.8
50468,"Eptesicus serotinus","male",39.8400602746669,-5.77104470190487,52.3,52.3,2,2,53
50468,"Pipistrellus kuhlii","female",39.8400602746669,-5.77104470190487,34.25,34.25,2,2,33.8
50530,"Myotis escalerai","female",41.1754263128632,0.718523755567868,41.1,41.1,1,1,39.5
50530,"Plecotus austriacus","male",41.1754263128632,0.718523755567868,38.1,38.1,1,1,40
50532,"Rhinolophus euryale","male",41.2069521294965,0.932876811332863,48.5,48.5,1,1,46
50532,"Rhinolophus hipposideros","male",41.2069521294965,0.932876811332863,36.12,36.12,5,5,37
50533,"Barbastella barbastellus","male",41.2224395178852,1.04014978324264,39.6,39.6,2,2,39
50533,"Eptesicus serotinus","male",41.2224395178852,1.04014978324264,53.8,53.8,1,1,53
50533,"Myotis emarginatus","male",41.2224395178852,1.04014978324264,39.7,39.7,5,5,40.4
50533,"Myotis escalerai","male",41.2224395178852,1.04014978324264,39.9333333333333,39.9333333333333,3,3,39.5
50533,"Pipistrellus pipistrellus","female",41.2224395178852,1.04014978324264,32.5,32.5,1,1,30.5
50533,"Pipistrellus pipistrellus","male",41.2224395178852,1.04014978324264,30,30,1,1,30.5
50533,"Plecotus auritus","male",41.2224395178852,1.04014978324264,40.2,40.2,1,1,39
50533,"Rhinolophus euryale","male",41.2224395178852,1.04014978324264,48,48,1,1,46
50533,"Rhinolophus ferrumequinum","female",41.2224395178852,1.04014978324264,60.9,60.9,1,1,58.4
50537,"Myotis escalerai","female",41.2825493148133,1.46986837748659,40.15,40.15,14,14,39.5
50538,"Pipistrellus kuhlii","female",41.2971162045712,1.57745119402076,31.1,31.1,1,1,33.8
50544,"Pipistrellus kuhlii","female",41.3806396039096,2.22418009106567,35.6,35.6,1,1,33.8
50588,"Barbastella barbastellus","female",41.7494550910518,13.7179430165591,40.0531818181818,40.0531818181818,44,44,39
50588,"Barbastella barbastellus","male",41.7494550910518,13.7179430165591,38.9528571428571,38.9528571428571,21,21,39
50588,"Hypsugo savii","female",41.7494550910518,13.7179430165591,33.5,33.5,1,1,34.5
50588,"Hypsugo savii","male",41.7494550910518,13.7179430165591,32.5266666666667,32.5266666666667,12,12,34.5
50588,"Myotis bechsteinii","female",41.7494550910518,13.7179430165591,41.75,41.75,4,4,43
50588,"Myotis bechsteinii","male",41.7494550910518,13.7179430165591,41.225,41.225,4,4,43
50588,"Myotis crypticus","female",41.7494550910518,13.7179430165591,39.5,39.5,1,1,39.3
50588,"Myotis crypticus","male",41.7494550910518,13.7179430165591,38.837,38.837,10,10,39.3
50588,"Myotis emarginatus","male",41.7494550910518,13.7179430165591,38.3811111111111,38.3811111111111,9,9,40.4
50588,"Myotis mystacinus","female",41.7494550910518,13.7179430165591,34.6666666666667,34.6666666666667,12,12,34
50588,"Myotis mystacinus","male",41.7494550910518,13.7179430165591,34.134,34.134,30,30,34
50588,"Myotis nattereri","female",41.7494550910518,13.7179430165591,39.5,39.5,1,1,39
50588,"Myotis nattereri","male",41.7494550910518,13.7179430165591,39.0833333333333,39.0833333333333,6,6,39
50588,"Pipistrellus kuhlii","female",41.7494550910518,13.7179430165591,34.015,34.015,20,20,33.8
50588,"Pipistrellus kuhlii","male",41.7494550910518,13.7179430165591,33.6909090909091,33.6909090909091,11,11,33.8
50588,"Pipistrellus pipistrellus","female",41.7494550910518,13.7179430165591,31.7371428571429,31.7371428571429,21,21,30.5
50588,"Pipistrellus pipistrellus","male",41.7494550910518,13.7179430165591,30.8673076923077,30.8673076923077,26,26,30.5
50588,"Plecotus auritus","female",41.7494550910518,13.7179430165591,39.9893333333333,39.9893333333333,15,15,39
50588,"Plecotus auritus","male",41.7494550910518,13.7179430165591,39.0285714285714,39.0285714285714,14,14,39
50588,"Plecotus austriacus","male",41.7494550910518,13.7179430165591,40.6,40.6,1,1,40
50588,"Rhinolophus hipposideros","male",41.7494550910518,13.7179430165591,37.5,37.5,1,1,37
50589,"Hypsugo savii","male",41.7429647170579,13.8274390898938,33.3333333333333,33.3333333333333,3,3,34.5
50589,"Myotis bechsteinii","male",41.7429647170579,13.8274390898938,41.5,41.5,1,1,43
50589,"Myotis mystacinus","male",41.7429647170579,13.8274390898938,33.3,33.3,1,1,34
50589,"Pipistrellus kuhlii","female",41.7429647170579,13.8274390898938,32.8,32.8,1,1,33.8
50589,"Pipistrellus kuhlii","male",41.7429647170579,13.8274390898938,33.1,33.1,1,1,33.8
50590,"Barbastella barbastellus","female",41.7362860999544,13.9369071718063,40.3,40.3,1,1,39
50590,"Barbastella barbastellus","male",41.7362860999544,13.9369071718063,39.4,39.4,2,2,39
50590,"Hypsugo savii","male",41.7362860999544,13.9369071718063,32.825,32.825,4,4,34.5
50590,"Myotis bechsteinii","female",41.7362860999544,13.9369071718063,42.425,42.425,4,4,43
50590,"Myotis bechsteinii","male",41.7362860999544,13.9369071718063,40.5,40.5,1,1,43
50590,"Myotis crypticus","male",41.7362860999544,13.9369071718063,38.9,38.9,3,3,39.3
50590,"Myotis emarginatus","female",41.7362860999544,13.9369071718063,39.4,39.4,2,2,40.4
50590,"Myotis mystacinus","female",41.7362860999544,13.9369071718063,35.1,35.1,1,1,34
50590,"Myotis mystacinus","male",41.7362860999544,13.9369071718063,34.0076923076923,34.0076923076923,13,13,34
50590,"Myotis nattereri","male",41.7362860999544,13.9369071718063,38.9,38.9,3,3,39
50590,"Pipistrellus kuhlii","female",41.7362860999544,13.9369071718063,34.5,34.5,1,1,33.8
50590,"Pipistrellus pipistrellus","female",41.7362860999544,13.9369071718063,32.5,32.5,1,1,30.5
50590,"Pipistrellus pipistrellus","male",41.7362860999544,13.9369071718063,31.625,31.625,4,4,30.5
50590,"Plecotus auritus","male",41.7362860999544,13.9369071718063,39.35,39.35,2,2,39
50591,"Hypsugo savii","female",41.7294192974985,14.0463464741134,34.1666666666667,34.1666666666667,3,3,34.5
50591,"Hypsugo savii","male",41.7294192974985,14.0463464741134,33.0571428571429,33.0571428571429,7,7,34.5
50591,"Myotis emarginatus","female",41.7294192974985,14.0463464741134,39,39,1,1,40.4
50591,"Myotis emarginatus","male",41.7294192974985,14.0463464741134,38.9,38.9,1,1,40.4
50591,"Pipistrellus kuhlii","female",41.7294192974985,14.0463464741134,35.1,35.1,1,1,33.8
50591,"Pipistrellus kuhlii","male",41.7294192974985,14.0463464741134,33.5,33.5,1,1,33.8
50592,"Barbastella barbastellus","female",41.7223643690275,14.1557562099604,39.6,39.6,1,1,39
50592,"Barbastella barbastellus","male",41.7223643690275,14.1557562099604,38.35,38.35,2,2,39
50592,"Hypsugo savii","male",41.7223643690275,14.1557562099604,33.65,33.65,2,2,34.5
50592,"Myotis mystacinus","male",41.7223643690275,14.1557562099604,33.3,33.3,2,2,34
50592,"Plecotus auritus","male",41.7223643690275,14.1557562099604,38.4,38.4,1,1,39
50970,"Eptesicus isabellinus","female",39.7702407295545,-6.41008394126786,51.6358,51.6358,50,50,49
50970,"Eptesicus isabellinus","male",39.7702407295545,-6.41008394126786,49.9253846153846,49.9253846153846,13,13,49
50972,"Hypsugo savii","female",39.8260902888688,-6.20709377729767,34.4,34.4,1,1,34.5
50972,"Myotis bechsteinii","male",39.8260902888688,-6.20709377729767,41.4,41.4,1,1,43
50972,"Myotis emarginatus","male",39.8260902888688,-6.20709377729767,40.2,40.2,1,1,40.4
50972,"Myotis escalerai","male",39.8260902888688,-6.20709377729767,38.28,38.28,20,20,39.5
50972,"Pipistrellus kuhlii","male",39.8260902888688,-6.20709377729767,33.8,33.8,2,2,33.8
50972,"Plecotus austriacus","female",39.8260902888688,-6.20709377729767,42.4,42.4,1,1,40
50972,"Plecotus austriacus","male",39.8260902888688,-6.20709377729767,40.4,40.4,1,1,40
50973,"Eptesicus isabellinus","female",39.8537562953762,-6.10544135890181,53.5,53.5,1,1,49
50973,"Eptesicus isabellinus","male",39.8537562953762,-6.10544135890181,49.6,49.6,2,2,49
50974,"Eptesicus isabellinus","female",39.8812495210913,-6.00368468676028,50.7071428571429,50.7071428571429,28,28,49
50974,"Eptesicus isabellinus","male",39.8812495210913,-6.00368468676028,49.8666666666667,49.8666666666667,6,6,49
50974,"Eptesicus serotinus","male",39.8812495210913,-6.00368468676028,52.8,52.8,1,1,53
50974,"Pipistrellus kuhlii","male",39.8812495210913,-6.00368468676028,32.85,32.85,2,2,33.8
50977,"Eptesicus serotinus","female",39.9626905359394,-5.6977939903235,52.5018518518519,52.5018518518519,54,54,53
50977,"Eptesicus serotinus","male",39.9626905359394,-5.6977939903235,51.5,51.5,9,9,53
50979,"Eptesicus serotinus","female",40.0161170294325,-5.49335453135359,52.9391304347826,52.9391304347826,23,23,53
50979,"Eptesicus serotinus","male",40.0161170294325,-5.49335453135359,51.125,51.125,4,4,53
51021,"Barbastella barbastellus","female",40.9750582465249,-1.11316168155102,40.02,40.02,5,5,39
